word,type
Florideae,n. pl.
Floridity,n.
Floridly,adv.
Floridness,n.
Floriferous,a.
Florification,n.
Floriform,a.
Floriken,n.
Florilege,n.
Florimer,n.
Florin,n.
Florist,n.
Floroon,n.
Florulent,a.
Flos-ferri,n.
Floscular,a.
Floscularian,n.
Floscule,n.
Flosculous,a.
Flosh,n.
Floss,n.
Flossification,n.
Flossy,a.
Flota,n.
Flotage,n.
Flotant,a.
Flotation,n.
Flote,n.
Flote,v. t.
Flotery,a.
Flotilla,n.
Flotsam,n.
Flotson,n.
Flotten,v. t.
Flounce,n.
Flounce,v. i.
Flounce,v. t.
Flounced,imp. & p. p.
Flouncing,p. pr. & vb. n.
Flounder,n.
Flounder,v. i.
Floundered,imp. & p. p.
Floundering,p. pr. & vb. n.
Flour,n.
Flour,v. t.
Floured,imp. & p. p.
Floured,p. a.
Flouring,p. pr. & vb. n.
Flourish,n.
Flourish,v. i.
Flourish,v. t.
Flourished,imp. & p. p.
Flourisher,n.
Flourishes,pl. 
Flourishing,p. pr. & vb. n.
Flourishingly,adv.
Floury,a.
Flout,n.
Flout,v. i.
Flout,v. t.
Flouted,imp. & p. p.
Flouter,n.
Flouting,p. pr. & vb. n.
Floutingly,adv.
Flow,
Flow,n.
Flow,v. i.
Flow,v. t.
Flowage,n.
Flowed,imp. & p. p.
Flowen,
Flower,n.
Flower,v. i.
Flower,v. t.
Flower-de-luce,n.
Flower-fence,n.
Flower-gentle,n.
Flowerage,n.
Flowered,imp. & p. p.
Flowerer,n.
Floweret,n.
Flowerful,a.
Floweriness,n.
Flowering,a.
Flowering,n.
Flowering,p. pr. & vb. n.
Flowerless,a.
Flowerlessness,n.
Flowerpot,n.
Flowery,a.
Flowery-kirtled,a.
Flowing,
Flowing,a.
Flowing,p. pr. & vb. n.
Flowingly,adv.
Flowingness,n.
Flowk,n.
Flown,
Flown,a.
Flown,p. p.
Floxed silk,
Floyte,n. & v.
Fluate,n.
Fluavil,n.
Flucan,n.
Fluctiferous,a.
Fluctisonous,a.
Fluctuability,n.
Fluctuant,a.
Fluctuate,v. i.
Fluctuate,v. t.
Fluctuated,imp. & p. p.
Fluctuating,p. pr. & vb. n.
Fluctuation,n.
Flue,n.
Fluence,n.
Fluency,n.
Fluent,a.
Fluent,n.
Fluently,adv.
Fluentness,n.
Fluework,n.
Fluey,a.
Fluff,n.
Fluffy,superl.
Flugel,n.
Flugelman,n.
Fluid,a.
Fluid,n.
Fluidal,a.
Fluidize,v. t.
Fluidized,imp. & p. p.
Fluidizing,p. pr. & vb. n.
Fluidness,n.
Fluidounce,n.
Fluidrachm,n.
Fluinity,n.
Flukan,n.
Fluke,n.
Flukeworm,n.
Fluky,a.
Flume,n.
Fluminous,a.
Flummery,n.
Flung,
Flung,imp. & p. p.
Flunk,n.
Flunk,v. i.
Flunk,v. t.
Flunked,imp. & p. p.
Flunkies,pl. 
Flunking,p. pr. & vb. n.
Flunky,n.
Flunkydom,n.
Flunlyism,n.
Fluo-,
Fluoborate,n.
Fluoboric,a.
Fluoboride,n.
Fluocerine,n.
Fluocerite,n.
Fluohydric,a.
Fluophosphate,n.
Fluor albus,
Fluor spar,
Fluor,n.
Fluoranthene,n.
Fluorated,a.
Fluorene,n.
Fluorescein,n.
Fluorescence,n.
Fluorescent,a.
Fluorescin,n.
Fluoric,a.
Fluoride,n.
Fluorine,n.
Fluorite,n.
Fluoroid,n.
Fluoroscope,n.
Fluorous,a.
Fluosilicate,n.
Fluosilicic,a.
Flurried,a.
Flurried,imp. & p. p.
Flurries,pl. 
Flurry,n.
Flurry,v. t.
Flurrying,p. pr. & vb. n.
Flurt,n.
Flush,a.
Flush,adv.
Flush,n.
Flush,v. i.
Flush,v. t.
Flushboard,n.
Flushed,imp. & p. p.
Flusher,n.
Flushing,n.
Flushing,p. pr. & vb. n.
Flushingly,adv.
Flushness,n.
Fluster,n.
Fluster,v. i.
Fluster,v. t.
Flusteration,n.
Flustered,imp. & p. p.
Flustering,p. pr. & vb. n.
Flustrate,v. t.
Flustration,n.
Flute a bec,
Flute,n.
Flute,v. i.
Flute,v. t.
Fluted,a.
Fluted,imp. & p. p.
Flutemouth,n.
Fluter,n.
Fluting,n.
Fluting,p. pr. & vb. n.
Flutist,n.
Flutter,n.
Flutter,v. t.
Flutterer,n.
Flutteringly,adv.
Fluty,a.
Fluvial,a.
Fluvialist,n.
Fluviatic,a.
Fluviatile,a.
Fluvio-marine,a.
Flux,n.
Flux,v. t.
Fluxation,n.
Fluxed,imp. & p. p.
Fluxibility,n.
Fluxible,a.
Fluxile,a.
Fluxility,n.
Fluxing,p. pr. & vb. n.
Fluxion,n.
Fluxional,a.
Fluxionary,a.
Fluxionist,n.
Fluxions,n. pl.
Fluxive,a.
Fluxure,n.
Fly,a.
Fly,v. i.
Fly,v. t.
Fly-bitten,a.
Fly-case,n.
Fly-catching,a.
Fly-fish,v. i.
Flybane,n.
Flyblow,n.
Flyblow,v. t.
Flyblown,a.
Flyboat,n.
Flycatcher,n.
Flyer,n.
Flyfish,n.
Flying fish,
Flying squirrel,
Flying,p. pr. & vb. n.
Flying,v. i.
Flyman,n.
Flymen,pl. 
Flysch,n.
Flyspeck,n.
Flyspeck,v. t.
Flytrap,n.
Fnese,v. i.
Fo,n.
Fo'gey,n.
Fo'liolate,a.
Foal,n.
Foal,v.i.
Foal,v.t.
Foaled,imp. & p. p.
Foalfoot,n.
Foaling,p. pr. & vb. n.
Foam,n.
Foam,v.t.
Foamed,imp. & p. p.
Foaming,p. pr. & vb. n.
Foamingly,adv.
Foamless,a.
Foamy,a.
Fob,n.
Fob,v.t.
Fobbed,imp. & p. p.
Fobbing,p. pr. & vb. n.
Focal,a.
Focalization,n.
Focalize,v. t.
Focalized,imp. & p. p.
Focalizing,p. pr. & vb. n.
Foci,pl. 
Focillate,v. t.
Focillation,n.
Focimeter,n.
Focus,n.
Focus,v. t.
Focused,imp. & p. p.
Focuses,pl. 
Focusing,p. pr. & vb. n.
Fodder,n.
Fodder,v.t.
Foddered,imp. & p. p.
Fodderer,n.
Foddering,p. pr. & vb. n.
Foddle-faddle,n.
Fodgeting,p. pr. & vb. n.
Fodient,a.
Fodient,n.
Fodientia,n.pl.
Foe,n.
Foe,v. t.
Foehood,n.
Foeman,n.
Foemen,pl. 
Foetal,a.
Foetation,n.
Foeticide,n.
Foetor,n.
Foetus,n.
Fog,n.
Fog,v. i.
Fog,v. t.
Fog'gage,n.
Fog'ger,n.
Foge,n.
Fogged,imp. & p. p.
Foggily,adv.
Fogginess,n.
Fogging,p. pr. & vb. n.
Foggy,superl.
Fogie,n.
Fogies,pl. 
Fogless,a.
Fogy,n.
Fogyism,n.
Foh,interj.
Fohist,n.
Foible,a.
Foible,n.
Foil,n.
Foil,v. t.
Foilable,a.
Foiled,imp. & p. p.
Foiler,n.
Foiling,n.
Foiling,p. pr. & vb. n.
Foin,n.
Foin,v. i.
Foin,v. t.
Foinery,n.
Foiningly,adv.
Foison,n.
Foist,n.
Foist,v. t.
Foisted,imp. & p. p.
Foister,n.
Foistied,a.
Foistiness,n.
Foisting,p. pr. & vb. n.
Foisty,a.
Fol'io,a.
Fol'io,v. t.
Fold,n.
Fold,v. i.
Fold,v. t.
Fold,v.
Foldage,n.
Folded,imp. & p. p.
Folder,n.
Folderol,n.
Folding,n.
Folding,p. pr. & vb. n.
Foldless,a.
Folia,pl. 
Foliaceous,a.
Foliage,n.
Foliage,v. t.
Foliaged,a.
Foliar,a.
Foliate,a.
Foliate,v. t.
Foliated,a.
Foliated,imp. & p. p.
Foliating,p. pr. & vb. n.
Foliation,n.
Foliature,n.
Folier,n.
Foliferous,a.
Folily,a.
Folio,n.
Foliole,n.
Foliomort,a.
Folios,pl. 
Foliose,a.
Foliosity,n.
Folious,a.
Folium,n.
Foliums,pl. 
Folk lore,
Folk,n. collect. & pl.
Folkland,n.
Folklore,
Folkmote,n.
Folkmoter,n.
Folks,n. collect. & pl.
Follicle,n.
Follicular,a.
Folliculated,a.
Folliculous,a.
Follies,pl. 
Folliful,a.
Follow,v. i.
Follow,v. t.
Followed,imp. & p. p.
Follower,n.
Following,a.
Following,n.
Following,p. pr. & vb. n.
Folly,n.
Folwe,v. t.
Fomalhaut,n.
Foment,v. t.
Fomentation,n.
Fomented,imp. & p. p.
Fomenter,n.
Fomenting,p. pr. & vb. n.
Fomes,n.
Fomites,pl. 
Fon,a.
Fond,
Fond,superl.
Fond,v. i.
Fond,v. t.
Fonde,v. t. & i.
Fondle,v.
Fondled,imp. & p. p.
Fondler,n.
Fondling,n.
Fondling,p. pr. & vb. n.
Fondly,adv.
Fondness,n.
Fondon,n.
Fondus,n.
Fone,n.
Fonge,v. t.
Fonly,adv.
Fonne,n.
Font,n.
Fontal,a.
Fontanel,n.
Fontanelle,n.
Fontange,n.
Food,n.
Food,v. t.
Foodful,a.
Foodless,a.
Foody,a.
Fool,n.
Fool,v. i.
Fool,v. t.
Fool-born,a.
Fool-happy,a.
Fool-hasty,a.
Fool-large,a.
Fool-largesse,n.
Foolahs,n. pl.
Fooled,imp. & p. p.
Fooleries,pl. 
Foolery,n.
Foolfish,n.
Foolhardihood,n.
Foolhardily,adv.
Foolhardiness,n.
Foolhardise,n.
Foolhardy,a.
Foolify,v. t.
Fooling,p. pr. & vb. n.
Foolish,a.
Foolishly,adv.
Foolishness,n.
Foolscap,n.
Foot Guards,pl.
Foot pound,
Foot poundal,
Foot,n.
Foot,v. i.
Foot,v. t.
Foot-sore,a.
Football,n.
Footband,n.
Footbath,n.
Footboard,n.
Footboy,n.
Footbreadth,n.
Footbridge,n.
Footcloth,n.
Footed,a.
Footed,imp. & p. p.
Footfall,n.
Footfight,n.
Footglove,n.
Foothalt,n.
Foothill,n.
Foothold,n.
Foothook,n.
Foothot,adv.
Footing,n.
Footing,p. pr. & vb. n.
Footless,a.
Footlicker,n.
Footlight,n.
Footman,n.
Footmanship,n.
Footmark,n.
Footmen,pl. 
Footnote,n.
Footpace,n.
Footpad,n.
Footpath,n.
Footpaths,pl. 
Footplate,n.
Footprint,n.
Footrope,n.
Foots,n. pl.
Footstalk,n.
Footstall,n.
Footstep,n.
Footstone,n.
Footstool,n.
Footway,n.
Footworn,a.
Footy,a.
Fop,n.
Fop-doodle,n.
Fopling,n.
Fopperies,pl. 
Foppery,n.
Foppish,a.
For,conj.
For,n.
For,prep.
For-,
Fora,pl. 
Forage,n.
Forage,v. i.
Forage,v. t.
Foraged,imp. & p. p.
Forager,n.
Foraging,p. pr. & vb. n.
Foralite,n.
Foramen,n.
Foramina,pl. 
Foraminated,a.
Foramines,pl. 
Foraminifer,n.
Foraminifera,n. pl.
Foraminiferous,a.
Foraminous,a.
Forasmuch,conj.
Foray,n.
Foray,v. t.
Forayer,n.
Forbade,
Forbade,imp.
Forbare,
Forbathe,v. t.
Forbear,n.
Forbear,v. i.
Forbear,v. t.
Forbearance,n.
Forbearant,a.
Forbearer,n.
Forbearing,a.
Forbearing,p. pr. & vb. n.
Forbid,
Forbid,v. i.
Forbid,v. t.
Forbiddance,n.
Forbidden,a.
Forbidden,p. p.
Forbiddenly,adv.
Forbidder,n.
Forbidding,a.
Forbidding,p. pr. & vb. n.
Forblack,a.
Forboden,
Forbore,
Forbore,imp.
Forborne,
Forborne,p. p.
Forbruise,v. t.
Forby,adv. & prep.
Forcarve,v. t.
Force pump,
Force,n.
Force,v. i.
Force,v. t.
Forced,a.
Forced,imp. & p. p.
Forceful,a.
Forceless,a.
Forcemeat,n.
Forcement,n.
Forceps,n.
Forcer,n.
Forcible,a.
Forcible-feeble,a.
Forcibleness,n.
Forcibly,adv.
Forcing,n.
Forcing,p. pr. & vb. n.
Forcipal,a.
Forcipate,a.
Forcipated,a.
Forcipation,n.
Forcut,v. t.
Ford,v. i.
Ford,v. t.
Fordable,a.
Forded,imp. & p. p.
Fording,p. pr. & vb. n.
Fordless,a.
Fordo,v. i.
Fordone,a.
Fordrive,v. t.
Fordrunken,a.
Fordry,a.
Fordwine,v. i.
Fore part,n.
Fore teeth,pl. 
Fore tooth,
Fore,adv.
Fore,n.
Fore,prep.
Fore,v. i.
Fore-night,n.
Fore-topgallant,a.
Fore-topmast,n.
Fore-topsail,n.
Foreadmonish,v. t.
Foreadvise,v. t.
Foreallege,v. t.
Forealleged,imp. & p. p.
Forealleging,p. pr. & vb. n.
Foreappoint,v. t.
Foreappointment,n.
Forearm,n.
Forearm,v. t.
Forebeam,n.
Forebear,n.
Forebode,n.
Forebode,v. i.
Forebode,v. t.
Foreboded,imp. & p. p.
Forebodement,n.
Foreboder,n.
Foreboding,n.
Foreboding,p. pr. & vb. n.
Forebodingly,adv.
Forebrace,n.
Forebrain,n.
Foreby,prep.
Forecast,n.
Forecast,v. i.
Forecast,v. t.
Forecaster,n.
Forecastle,n.
Forechosen,a.
Forecited,a.
Foreclose,v. t.
Foreclosed,imp. & p. p.
Foreclosing,p. pr. & vb. n.
Foreclosure,n.
Foreconceive,v. t.
Foredate,v. t.
Foredeck,n.
Foredeem,v. i.
Foredeem,v. t.
Foredesign,v. t.
Foredetermine,v. t.
Foredispose,v. t.
Foredoom,n.
Foredoom,v. t.
Foreefront,n.
Forefather,n.
Forefeel,v. t.
Forefence,n.
Forefend,v. t.
Forefinger,n.
Foreflow,v. t.
Forefoot,n.
Foregame,n.
Foreganger,n.
Foregather,v. i.
Foregift,n.
Foregleam,n.
Forego,v. i.
Forego,v. t.
Foregoer,n.
Foregoing,p. pr. & vb. n.
Foregone,p. p.
Foreground,n.
Foreguess,v. t.
Foregut,n.
Forehand,a.
Forehand,n.
Forehanded,a.
Forehead,n.
Forehear,v. i. & t.
Forehearth,n.
Forehend,v. t.
Forehew,v. t.
Forehold,n.
Foreholding,n.
Forehook,n.
Foreign,a.
Foreigner,n.
Foreignism,n.
Foreignness,n.
Forein,a.
Forejudge,v. t.
Forejudger,n.
Forejudgment,n.
Foreknew,imp.
Foreknow,v. t.
Foreknowa-ble,a.
Foreknower,n.
Foreknowing,p. pr. & vb. n.
Foreknowingly,adv.
Foreknowledge,n.
Foreknown,p. p.
Forel,n.
Forel,v. t.
Foreland,n.
Forelay,v. t.
Foreleader,n.
Forelend,v. t.
Forelet,v. t.
Forelie,v. i.
Forelift,v. t.
Forelock,n.
Forelook,v. i.
Foreman,n.
Foremast,n.
Foremeant,a.
Foremen,pl. 
Forementioned,a.
Foremilk,n.
Foremost,a.
Foremostly,adv.
Foremother,n.
Forename,n.
Forename,v. t.
Forenamed,a.
Forenenst,prep.
Forenoon,n.
Forenotice,n.
Forensal,a.
Forensic,a.
Forensic,n.
Forensical,a.
Foreordain,v. t.
Foreordinate,v. t.
Foreordination,n.
Forepart,n.
Forepast,a.
Forepossessed,a.
Foreprize,v. t.
Forepromised,a.
Forequoted,a.
Foreran,
Forerank,n.
Forereach,v. i.
Forereach,v. t.
Foreread,v. t.
Forerecited,a.
Foreremembered,a.
Foreright,a.
Foreright,adv.
Forerun,v. t.
Forerunner,n.
Foresaid,a.
Foresail,n.
Foresay,v. t.
Foresee,v. i.
Foresee,v. t.
Foreseen,p. p.
Foreseer,n.
Foreseize,v. t.
Foreshadow,v. t.
Foreshew,v. t.
Foreship,n.
Foreshorten,v. t.
Foreshortening,n.
Foreshot,n.
Foreshow,v. t.
Foreshower,n.
Foreside,n.
Foresight,n.
Foresighted,a.
Foresightful,a.
Foresignify,v. t.
Foreskin,n.
Foreskirt,n.
Foreslack,v. t.
Foresleeve,n.
Foreslow,v. i.
Foreslow,v. t.
Forespeak,v. t.
Forespeaking,n.
Forespeech,n.
Forespent,a.
Forespurrer,n.
Forest,a.
Forest,n.
Forest,v. t.
Forestaff,n.
Forestage,n.
Forestal,a.
Forestall,v. t.
Forestalled,imp. & p. p.
Forestaller,n.
Forestalling,p. pr. & vb. n.
Forestay,n.
Forester,n.
Forestick,n.
Forestry,n.
Foreswart,a.
Foretaste,n.
Foretaste,v. t.
Foretaster,n.
Foreteach,v. t.
Foretell,v. i.
Foretell,v. t.
Foreteller,n.
Foretelling,p. pr. & vb. n.
Forethink,v. i.
Forethink,v. t.
Forethought,a.
Forethought,n.
Forethoughtful,a.
Foretime,n.
Foretoken,n.
Foretoken,v. t.
Foretokened,imp. & p. p.
Foretokening,p. pr. & vb. n.
Foretold,imp. & p. p.
Foretop,n.
Forever,adv.
Forevouched,a.
Foreward,n.
Forewarn,v. t.
Forewarned,imp. & p. p.
Forewarning,p. pr. & vb. n.
Forewaste,v. t.
Forewend,v. t.
Forewent 2,imp.
Forewish,v. t.
Forewiste,imp. sing.
Forewisten,pl.
Forewit,n.
Forewite,v. t.
Forewiten,pl.
Forewiting,p. pr. & vb. n.
Forewoman,n.
Forewomen,pl. 
Foreword,n.
Foreworn,a.
Forewost,2d person
Forewot,
Forewot,pres. indic. sing., 1st & 3d pers.
Foreyard,n.
Forfalture,n.
Forfeit,n.
Forfeit,p. p. / a.
Forfeit,v. i.
Forfeited,imp. & p. p.
Forfeiter,n.
Forfeiting,p. pr. & vb. n.
Forfeiture,n.
Forfend,v. t.
Forfered,p. p. & a.
Forfete,v. i.
Forfex,n.
Forficate,a.
Forficula,n.
Forgat,
Forgather,v. i.
Forgave,
Forgave,imp.
Forge,n.
Forge,v. t.
Forged,imp. & p. p.
Forgeman,n.
Forgemen,pl. 
Forger,n. & v. t.
Forgeries,pl. 
Forgery,n.
Forget,v. t.
Forget-me-not,n.
Forgetful,a.
Forgetfully,adv.
Forgetfulness,n.
Forgetive,a.
Forgettable,a.
Forgetter,n.
Forgetting,p. pr. & vb. n.
Forgettingly,adv.
Forging,n.
Forging,p. pr. & vb. n.
Forgivable,a.
Forgive,v. t.
Forgiven,p. p.
Forgiveness,n.
Forgiver,n.
Forgiving,a.
Forgiving,p. pr. & vb. n.
Forgo,v. i.
Forgoing,p. pr. & vb. n.
Forgone,p. p.
Forgot,
Forgot,imp.
Forgotten,
Forgotten,p. p.
Forhall,v. t.
Forhend,v. t.
Forinsecal,a.
Forisfamiliate,v. i.
Forisfamiliate,v. t.
Forisfamiliated,imp. & p. p.
Forisfamiliating,p. pr. & vb. n.
Forisfamiliation,n.
Fork,n.
Fork,v. i.
Fork,v. t.
Fork-tailed,a.
Forkbeard,n.
Forked,a.
Forked,imp. & p. p.
Forkerve,v. t.
Forkiness,n.
Forking,p. pr. & vb. n.
Forkless,a.
Forktail,n.
Forky,a.
Forlaft,
Forlay,v. t.
Forleave,v. t.
Forlend,v. t.
Forlese,v. t.
Forlet,v. t.
Forlie,v. i.
Forlore,
Forlore,p. p.
Forlorn,
Forlorn,n.
Forlorn,v. t.
Forlornly,adv.
Forlornness,n.
Forlye,v. i.
Form,n.
Form,v. i.
Formal,a.
Formal,n.
Formaldehyde,n.
Formalism,n.
Formalist,n.
Formalities,pl. 
Formality,n.
Formalize,v. i.
Formalize,v. t.
Formalized,imp. & p. p.
Formalizing,p. pr. & vb. n.
Formally,adv.
Formate,n.
Formation,n.
Formative,a.
Formative,n.
Forme,a.
Formed,a.
Formed,imp. & p. p.
Formedon,n.
Formell,n.
Former,a.
Former,n.
Formeret,n.
Formerly,adv.
Formful,a.
Formic,a.
Formica,n.
Formicaroid,a.
Formicary,n.
Formicate,a.
Formication,n.
Formicid,a.
Formicid,n.
Formidability,n.
Formidable,a.
Formidableness,n.
Formidably,adv.
Formidolose,a.
Forming,n.
Forming,p. pr. & vb. n.
Formless,a.
Formula,n.
Formulae,pl. 
Formularies,pl. 
Formularistic,a.
Formularization,n.
Formularize,v. t.
Formulary,a.
Formulary,n.
Formulas,pl. 
Formulate,v. t.
Formulated,imp. & p. p.
Formulating,p. pr. & vb. n.
Formulation,n.
Formule,n.
Formulization,n.
Formulize,v. t.
Formulized,imp. & p. p.
Formulizing,p. pr. & vb. n.
Formyl,n.
Forncast,p. p.
Fornical,a.
Fornicate,a.
Fornicate,v. i.
Fornicated,a.
Fornication,n.
Fornicator,n.
Fornicatress,n.
Fornices,pl. 
Fornix,n.
Forold,a.
Forpass,v. t. & i.
Forpine,v. t.
Forray,n.
Forray,v. t.
Forrill,n.
Forsake,v. t.
Forsaken,p. p.
Forsaker,n.
Forsaking,p. pr. & vb. n.
Forsay,v. t.
Forshape,v. t.
Forslack,v. t.
Forslouthe,v. t.
Forslow,v. i.
Forslow,v. t.
Forslugge,v. t.
Forsook,imp.
Forsooth,adv.
Forsooth,n.
Forsooth,v. t.
Forspeak,v. t.
Forspent,a.
Forstall,v. t.
Forster,n.
Forstraught,p. p. & a.
Forswat,a.
Forswear,v. i.
Forswearer,n.
Forswearing,p. pr. & vb. n.
Forswonk,a.
Forswore,
Forswore,imp.
Forsworn,
Forsworn,p. p.
Forswornness,n.
Forsythia,a.
Fort,n.
Fortalice,n.
Forte,a. & adv.
Forte,n.
Forted,a.
Forth,adv.
Forth,n.
Forth,prep.
Forthby,adv.
Forthcoming,a.
Forthgoing,a.
Forthgoing,n.
Forthink,v. t.
Forthputing,a.
Forthright,a.
Forthright,adv.
Forthright,n.
Forthrightness,n.
Forthward,adv.
Forthwith,adv.
Forthy,adv.
Forties,n. pl.
Forties,pl. 
Fortieth,a.
Fortieth,n.
Fortifiable,a.
Fortification,n.
Fortified,imp. & p. p.
Fortifier,n.
Fortify,v. i.
Fortify,v. t.
Fortifying,p. pr. & vb. n.
Fortilage,n.
Fortin,n.
Fortissimo,adv.
Fortition,n.
Fortitude,n.
Fortitudinous,a.
Fortlet,n.
Fortnight,n.
Fortnightly,a.
Fortnightly,adv.
Fortread,v. t.
Fortress,n.
Fortress,v. t.
Fortresses,pl. 
Fortuitous,a.
Fortuity,n.
Fortunate,n.
Fortunately,adv.
Fortunateness,n.
Fortune,n.
Fortune,v. i.
Fortuneless,a.
Fortunize,v. t.
Forty,a.
Forty,n.
Forty-spot,n.
Forum,n.
Forums,pl. 
Forwaked,p. p. & a.
Forwander,v. i.
Forward,a.
Forward,adv.
Forward,n.
Forward,v. t.
Forwarded,imp. & p. p.
Forwarder,n.
Forwarding,n.
Forwarding,p. pr. & vb. n.
Forwardly,adv.
Forwardness,n.
Forwards,adv.
Forwaste,v. t.
Forweep,v. i.
Forwent,imp.
Forwete,v. t.
Forwhy,conj.
Forworn,a.
Forwot,
Forwrap,v. t.
Forwweary,v. t.
Foryelde,v. t.
Foryete,v. t.
Foryetten,
Forzando,adv.
FossAe,pl. 
Fossa,n.
Fossane,n.
Fosse,n.
Fosset,n.
Fossette,n.
Fosseway,n.
Fossil,a.
Fossil,n.
Fossiliferous,a.
Fossilification,n.
Fossilism,n.
Fossilist,n.
Fossilization,n.
Fossilize,v. i.
Fossilize,v. t.
Fossilized,a.
Fossilized,imp. & p. p.
Fossilizing,p. pr. & vb. n.
Fossores,n. pl.
Fossoria,n. pl.
Fossorial,a.
Fossorious,a.
Fossulate,a.
Foster,n.
Foster,v. i.
Foster,v. t.
Fosterage,n.
Fostered,imp. & p. p.
Fostering,p. pr. & vb. n.
Fosterling,n.
Fosterment,n.
Fostress,n.
Fother,n.
Fother,v. t.
Fothered,imp. & p. p.
Fothering,p. pr. & vb. n.
Fotive,a.
Fotmal,n.
Fougade,n.
Fougasse,n.
Fought,
Fought,imp. & p. p.
Foughten,
Foul,n.
Foul,superl.
Foul,v. i.
Foul,v. t.
Foul-mouthed,a.
Foul-spoken,a.
Foulard,n.
Foulder,v. i.
Foule,adv.
Fouled,imp. & p. p.
Fouling,p. pr. & vb. n.
Foully,v.
Foulness,n.
Foumart,a.
Found,
Found,imp. & p. p.
Found,n.
Found,v. i.
Found,v. t.
Foundation,n.
Foundationer,n.
Foundationless,a.
Founded,imp. & p. p.
Founder,n.
Founder,v. i.
Founder,v. t.
Foundered,imp. & p. p.
Founderies,pl. 
Foundering,p. pr. & vb. n.
Founderous,a.
Foundershaft,n.
Foundery,n.
Founding,n.
Founding,p. pr. & vb. n.
Foundling,v. t.
Foundress,n.
Foundries,pl. 
Foundry,n.
Fount,n.
Fountain,n.
Fountainless,a.
Fountful,a.
Four,a.
Four,n.
Four-cornered,a.
Four-in-hand,a.
Four-in-hand,n.
Four-o'clock,n.
Four-poster,n.
Four-way,a.
Four-wheeled,a.
Four-wheeler,n.
Fourb,n.
Fourbe,n.
Fourche,a.
Fourchette,n.
Fourdrinier,n.
Fourfeitable,a.
Fourfold,a. & adv.
Fourfold,n.
Fourfold,v. t.
Fourfooted,a.
Fourgon,n.
Fourhanded,a.
Fourierism,n.
Fourierist,n.
Fourierite,n.
Fourling,n.
Fourneau,n.
Fourpence,n.
Fourrier,n.
Fourscore,n.
Foursquare,a.
Fourteen,a.
Fourteen,n.
Fourteenth,a.
Fourteenth,n.
Fourth,a.
Fourth,n.
Fourthly,adv.
Foussa,n.
Fouter,n.
Foutra,n.
Fouty,a.
Fovea,n.
Foveae,pl. 
Foveate,a.
Foveola,n.
Foveolae,pl. 
Foveolate,a.
Foveolated,a.
Fovilla,n.
Fovillae,pl. 
Fowl,n.
Fowl,v. i.
Fowled,imp. & p. p.
Fowler,n.
Fowler's solution,
Fowlerite,n.
Fowling,p. pr. & vb. n.
Fowls,pl. 
Fox,n.
Fox,v. i.
Fox-hunting,a.
Foxearth,n.
Foxed,a.
Foxed,imp. & p. p.
Foxery,n.
Foxes,n. pl.
Foxes,pl. 
Foxfish,n.
Foxglove,n.
Foxhound,n.
Foxiness,n.
Foxing,p. pr. & vb. n.
Foxish,a.
Foxlike,a.
Foxly,a.
Foxship,n.
Foxtail,n.
Foxy,a.
Foy,n.
Foyer,n.
Foyson,n.
Foziness,n.
Fozy,a.
Fra,adv. & prep.
Fra,n.
Frab,v. i. & t.
Frabbit,a.
Fracas,v. t.
Fracho,n.
Fracid,a.
Fract,v. t.
Fracted,a.
Fraction,n.
Fraction,v. t.
Fractional,a.
Fractionally,adv.
Fractionary,a.
Fractionate,v. t.
Fractious,a.
Fractural,a.
Fracture,n.
Fracture,v. t.
Fractured,imp. & p. p.
Fracturing,p. pr. & vb. n.
Fraena,pl. 
Fraenula,pl. 
Fraenulum,n.
Fraenum,n.
Fraenums,pl. 
Fragile,a.
Fragility,n.
Fragment,v. t.
Fragmentak,a.
Fragmental,n.
Fragmentarily,adv.
Fragmentariness,n.
Fragmentary,a.
Fragmented,a.
Fragmentist,n.
Fragor,n.
Fragrance,n.
Fragrancy,n.
Fragrant,a.
Fraight,a.
Frail,n.
Frail,superl
Frailly,adv.
Frailness,n.
Frailties,pl. 
Frailty,a.
Fraischeur,a.
Fraise,n.
Fraise,v. t.
Fraised,a.
Fraken,n.
Framable,a.
Frambaesia,n.
Frame,n.
Frame,v. i.
Frame,v. t.
Framed,imp. & p. p.
Framer,n.
Framework,n.
Framing,n.
Framing,p. pr. & vb. n.
Frampel,a.
Frampoid,a.
Franc,a.
Franchise,a.
Franchise,v. t.
Franchised,imp. & p. p.
Franchisement,n.
Franchising,p. pr. & vb. n.
Francic,a.
Franciscan,a.
Franciscan,n.
Francolin,n.
Francolite,n.
Frangent,a.
Frangibility,n.
Frangible,a.
Frangipane,n.
Frangipani,n.
Frangipanni,n.
Frangulic,a.
Frangulin,n.
Frangulinic,a.
Franion,n.
Frank,a.
Frank,n.
Frank,v. t.
Frank-chase,n.
Frank-fee,n.
Frank-law,n.
Frank-marriage,n.
Frankalmoigne,a.
Franked,imp. & p. p.
Frankfort black,
Frankincense,n.
Franking,n.
Franking,p. pr. & vb. n.
Frankish,a.
Franklin stove,
Franklin,a.
Franklinic,a.
Franklinite,n.
Frankly,adv.
Frankness,n.
Frankpledge,n.
Frantic,a.
Frap,v. t.
Frape,n.
Frapler,n.
Frapped,imp. & p. p.
Frapping,p. pr. & vb. n.
Frater,n.
Fraternal,a.
Fraternate,v. i.
Fraternation,n.
Fraternism,n.
Fraternities,pl. 
Fraternity,n.
